volact,cntry,female,yrbrn,eduyrs,domicil,married,children,houseperson,wkhtot,church,sclmeet,social_trust,tolerance,self_realisation,solidarity,tvpol,tvtot,political_interest,trust_exe,trust_leg,trstep,stfdem,dweight
0,"ES",1,1930,2,3,0,0,0,0,1,6,21,5,5,5,3,7,3,4,3.5,4,5,.5044
0,"ES",0,1970,14,3,0,0,0,15,1,6,22,4,5,5,2,4,4,3.5,5.5,5,7,1.0089
0,"ES",1,1938,6,3,0,0,0,40,5,6,17,5,4,5,2,7,3,4.5,5,,9,.5044
0,"ES",1,1927,11,3,0,0,0,0,5,3,19,6,6,5,2,7,2,7,6.5,4,5,.5044
1,"ES",1,1941,7,1,0,1,1,50,2,7,22,5,5,5,1,5,2,6.5,5,,10,.6869
0,"ES",0,1938,8,3,1,1,0,50,2,6,17,4,5,5,1,2,2,7.5,9,7,8,1.0303
0,"ES",0,1959,7,1,1,1,0,70,1,6,21,4,5,5,0,0,1,6,3,0,10,.6869
0,"ES",0,1963,12,3,0,0,0,40,1,1,14,5,5,4,0,1,2,6,6,,5,.6869
0,"ES",1,1951,1,4,1,1,0,0,5,3,15,4,5,5,1,7,2,6,5.5,5,4,1.9946
0,"ES",1,1977,8,3,1,1,0,40,4,6,8,4,5,4,1,5,2,5,2,3,3,.7978
0,"ES",1,1949,3,2,0,1,0,40,3,4,18,5,6,5,1,3,1,5,4.5,4,6,.7978
1,"ES",1,1939,5,4,1,0,0,0,5,6,13,4,6,5,0,4,1,8,3.5,2,5,.7978
0,"ES",1,1983,13,4,0,0,0,30,1,7,19,6,6,6,1,2,2,5.5,6,7,5,1.1968
0,"ES",1,1981,9,4,0,0,0,54,1,7,22,6,6,6,0,7,1,4,8,8,1,1.9946
0,"ES",0,1964,8,4,0,0,0,0,1,,18,6,6,6,1,2,3,6,5,6,4,1.1968
0,"ES",1,1976,8,4,1,1,1,40,1,1,19,4,4,5,0,7,1,7.5,6,5,7,.7978
0,"ES",1,1920,9,4,1,0,0,30,5,6,18,4,6,6,3,4,1,7,5,5,8,.6161
0,"ES",0,1928,16,3,1,0,0,40,5,4,21,6,4,6,3,7,2,7,6,5,5,.9241
0,"ES",1,1975,14,3,1,1,0,40,5,6,7,5,5,5,6,7,1,3,4,3,5,.6161
0,"ES",1,1982,14,3,0,0,0,0,3,7,7,5,6,6,2,2,2,4.5,4,4,7,1.2321
1,"ES",1,1933,8,4,1,0,0,0,6,7,23,6,6,6,2,6,2,6,6,6,7,.6461
1,"ES",1,1925,8,4,1,0,0,0,6,7,16,4,5,6,2,6,1,7,5,5,6,.6461
0,"ES",0,1960,12,4,1,1,0,40,2,5,18,6,2,5,2,4,1,4,4.5,5,6,.6461
0,"ES",1,1945,8,4,0,1,0,0,5,7,21,6,4,6,2,3,1,5,4,5,,1.2923
0,"ES",1,1931,9,4,1,0,0,0,7,6,17,6,5,6,3,3,2,6,6.5,5,,.6461
0,"ES",1,1963,14,4,1,1,0,40,5,6,7,6,5,5,1,1,1,4.5,4,5,5,.6461
0,"ES",0,1969,11,4,0,0,0,60,5,7,24,6,6,6,2,5,2,6.5,6.5,5,8,.9692
0,"ES",1,1932,9,4,1,0,0,0,5,6,13,5,4,6,2,7,2,5,5,5,,.6461
1,"ES",1,1969,13,3,1,1,0,38,1,6,14,5,2,5,3,6,2,6.5,3.5,6,4,.69
0,"ES",1,1960,,3,1,1,0,40,3,7,17,5,6,6,2,5,2,6,4.5,5,2,1.38
0,"ES",1,1946,9,1,1,1,0,0,6,6,24,4,6,6,7,7,2,8,10,10,10,2.415
0,"ES",1,1937,9,3,1,0,0,48,4,2,21,5,5,5,1,2,1,5.5,4,5,5,.69
1,"ES",0,1985,11,3,0,0,0,40,1,7,22,4,6,6,0,7,1,10,0,0,0,1.035
0,"ES",0,1924,,4,1,0,0,,1,,,1,1,1,,,2,,,,,.8253
0,"ES",0,1978,14,4,1,1,0,40,3,4,23,4,4,4,2,7,2,7,,,7,.8253
0,"ES",0,1932,,4,1,0,0,,1,7,28,4,5,4,2,7,2,4,5,,7,.8253
0,"ES",0,1925,,4,1,1,0,,3,4,,,,,2,2,,8,,,,.8253
0,"ES",1,1927,,4,0,1,0,0,3,,,,,,0,0,1,,,,,1.238
0,"ES",0,1961,,4,1,1,0,45,1,4,16,3,4,5,2,4,2,3.5,2.5,5,8,.8253
0,"ES",0,1949,,4,0,0,0,35,1,6,11,5,4,5,5,5,4,2.5,4.5,3,,.3944
0,"ES",1,,7,4,1,1,0,,1,7,27,3,2,5,3,4,4,5.5,5,7,10,1.5775
1,"ES",0,1986,,3,0,0,0,0,1,4,16,4,6,5,1,5,2,7,8,9,3,1.5775
1,"ES",1,1966,10,4,1,1,0,46,6,5,23,5,5,6,3,5,2,5,4.5,5,6,.7888
0,"ES",1,1918,0,4,0,0,0,0,7,,,3,5,4,0,1,,,,,,.3995
0,"ES",1,1985,11,4,0,0,0,0,6,4,21,,,,1,5,2,6.5,3,1,7,1.1986
0,"ES",1,1931,,5,0,0,0,0,5,4,,,,,1,5,,,,,,.3995
0,"ES",1,1942,,4,1,0,0,0,6,,,,,,0,4,1,,,,,1.1986
1,"ES",0,1969,8,4,1,1,0,,2,4,12,4,5,5,1,7,2,5.5,4.5,,6,1.5981
0,"ES",0,1935,,4,1,0,0,,1,4,,,,,1,3,1,,,,,.799
0,"ES",1,,,4,0,0,0,0,3,,,3,3,3,0,0,,,,,,.8102
0,"ES",1,1930,0,4,1,0,0,0,1,2,,,,,0,2,,,,,,.8102
0,"ES",1,1972,8,4,1,1,0,,2,2,16,1,5,5,1,5,1,6,3,,8,.8102
0,"ES",0,1933,3,4,1,0,0,40,4,4,,6,,,2,2,1,.5,3,0,7,.8102
0,"ES",1,1932,3,,1,0,0,,5,2,,4,4,4,,5,1,6.5,5.5,,,.8102
0,"ES",1,1920,0,4,1,0,0,,1,,,1,1,1,1,5,1,,,,,.8102
0,"ES",1,1973,8,4,1,1,0,,4,4,17,5,6,5,1,7,2,5,4,,8,.8102
0,"ES",1,1957,,4,1,1,0,,4,6,18,3,2,6,4,7,1,4.5,4,4,5,1.2591
1,"ES",0,1944,22,4,1,0,0,60,1,5,12,3,6,5,4,7,3,8,5,6,4,.8394
0,"ES",0,1940,0,4,0,0,0,,3,6,11,4,5,5,3,6,1,7.5,2,,3,.4197
1,"ES",1,1978,11,3,1,0,0,72,1,5,13,4,5,6,1,3,2,0,0,0,1,.841
0,"ES",1,1957,,3,0,0,0,40,1,4,25,5,6,6,2,4,2,7.5,8,9,9,.4205
0,"ES",0,1959,13,3,0,0,0,46,1,4,18,5,6,5,5,2,2,5.5,5.5,8,5,.4205
0,"ES",0,1964,,4,1,0,0,40,1,6,18,4,5,4,1,4,1,5,5,5,,.841
0,"ES",0,1963,8,3,1,1,0,45,1,4,18,6,5,5,2,4,1,.5,1.5,3,7,1.0763
0,"ES",0,1916,10,1,0,1,0,,3,1,18,6,6,6,7,7,1,0,2.5,0,5,1.6145
0,"ES",0,1986,,4,0,0,0,0,,4,22,5,4,5,1,1,1,5.5,5,5,,.8751
0,"ES",0,1986,,4,0,0,0,0,,7,29,5,6,5,0,1,3,8,8.5,9,8,1.1668
0,"ES",1,1967,,3,1,1,0,8,2,7,30,4,5,5,,7,1,10,10,10,8,.5834
0,"ES",1,1945,14,4,1,1,0,,1,6,13,3,4,4,0,0,2,1,1,4,,1.1668
0,"ES",1,1962,,2,1,1,0,0,2,7,21,4,4,5,0,3,2,,,,,.8751
0,"ES",1,1959,,4,0,1,0,40,2,5,29,6,6,6,1,5,2,3.5,4.5,7,8,.5834
0,"ES",0,1970,,4,0,0,0,40,1,6,22,3,5,4,1,6,2,8,8,8,7,.5834
0,"ES",1,1929,,1,1,0,0,0,3,6,18,5,3,3,6,7,1,4.5,3,3,5,.8007
0,"ES",1,1969,,1,1,0,0,,2,5,16,1,4,4,4,7,1,3,2.5,4,3,1.2011
0,"ES",1,1951,,2,1,1,0,,1,7,17,3,4,3,0,0,2,0,0,0,1,1.6015
0,"ES",1,1950,5,1,1,0,0,,,3,23,4,3,4,5,7,2,4.5,4,5,,.8007
0,"ES",0,1976,8,1,0,0,0,40,1,5,15,4,4,4,3,6,1,5,4,6,10,.4004
0,"ES",0,1978,14,3,,0,0,24,2,6,19,6,6,5,7,7,3,6,5,5,7,.8007
0,"ES",1,1917,3,1,0,0,0,50,4,7,17,5,4,5,1,7,2,3.5,1.5,,5,.4004
0,"ES",0,1927,6,1,1,0,0,50,2,6,23,5,5,6,2,7,1,4,0,5,5,.7856
0,"ES",1,1957,8,3,1,1,0,,1,5,24,2,3,4,3,3,2,8,7,8,,1.1784
0,"ES",1,1974,18,2,0,0,0,,1,6,21,6,6,6,7,7,1,6.5,5,7,7,1.5712
0,"ES",1,1940,,3,1,0,0,40,4,4,11,4,4,4,6,6,2,.5,0,2,,.7856
0,"ES",0,1977,,3,0,0,0,,1,7,21,3,3,4,1,1,3,4.5,4,5,6,1.5712
0,"ES",1,1965,,3,1,1,0,40,1,7,21,4,5,5,2,5,3,6.5,7,6,6,.7856
0,"ES",1,1927,0,1,0,0,0,0,5,6,12,5,5,5,0,5,1,2,0,,5,.3928
0,"ES",0,1950,,2,1,0,0,,5,7,25,4,4,4,0,4,3,5.5,5.5,6,9,.7658
0,"ES",0,1930,,1,1,0,0,,,6,19,3,4,3,1,4,3,6,6,6,,.7658
0,"ES",1,1965,,3,1,1,0,0,,6,24,4,5,4,0,4,2,8.5,8.5,9,7,1.1487
0,"ES",0,1962,,3,1,0,0,65,1,6,23,4,5,4,7,7,1,4.5,2.5,4,8,.7658
0,"ES",1,1966,,3,1,1,0,40,1,6,20,3,4,3,5,5,1,5,5,5,7,.7658
0,"ES",1,1962,,3,1,1,0,,1,4,23,4,4,5,0,0,1,5.5,6.5,7,6,1.1487
0,"ES",0,1945,,3,1,0,0,,2,2,19,4,3,4,2,3,3,5,4,6,,.7658
0,"ES",0,1930,,2,0,0,0,,2,6,20,2,4,5,,7,1,10,10,10,7,.3829
0,"ES",0,1957,15,3,0,0,0,8,1,6,25,4,5,4,7,6,1,1.5,3,6,7,.3829
0,"ES",0,1970,,4,1,1,0,40,4,4,21,4,5,4,5,4,3,4.5,4.5,7,3,1.1297
0,"ES",1,1932,7,4,1,0,0,0,7,7,30,3,4,4,0,7,3,10,10,10,9,1.1297
0,"ES",1,1930,,4,1,0,0,0,5,7,28,2,5,5,0,6,1,,,,8,1.1297
0,"ES",0,1980,10,4,0,0,0,40,1,6,18,5,5,5,2,7,2,5,5,5,,1.6946
0,"ES",1,1966,10,4,1,1,0,40,2,7,21,3,5,3,7,7,2,4,3,2,5,1.1297
0,"ES",1,1966,16,4,0,0,0,40,2,6,18,5,5,5,2,6,2,5,5,1,7,.5649
0,"ES",0,1960,,4,1,0,0,50,2,3,27,3,2,3,7,7,1,6,5.5,3,7,1.1297
0,"ES",1,1931,5,3,1,0,0,50,5,5,18,5,5,5,7,7,4,6.5,7,8,7,.7361
0,"ES",0,1964,16,2,1,1,0,40,2,4,18,4,4,4,2,4,3,4,4.5,4,4,.7361
0,"ES",1,1937,12,3,1,0,1,50,2,7,22,5,5,5,4,6,3,5,4.5,,9,.7361
0,"ES",0,1963,8,3,0,1,0,30,2,6,3,2,4,5,0,0,1,6,6,6,5,1.1041
1,"ES",1,1965,16,3,1,1,0,45,2,4,9,6,6,6,1,1,2,4,5,4,3,.7361
0,"ES",0,1971,12,2,1,1,0,40,2,5,18,5,6,5,1,2,2,6,2,4,8,.8117
0,"ES",0,1921,4,4,0,0,0,40,2,3,27,5,6,4,6,7,1,4.5,6.5,,8,.4059
0,"ES",1,1927,,4,1,0,0,50,2,1,8,5,6,6,2,7,1,4,2,3,3,.8117
0,"ES",0,1974,10,2,1,0,0,45,7,3,3,6,4,5,2,5,2,4.5,4,9,2,.8117
0,"ES",0,,,2,1,1,0,,2,2,19,4,6,5,3,5,1,6.5,7.5,6,8,2.0293
0,"ES",0,1973,12,1,0,0,0,,1,7,25,5,6,5,0,0,2,7,4.5,5,7,.9189
1,"ES",0,1960,,1,1,1,0,40,3,2,15,4,5,5,1,6,2,6,1.5,2,5,1.3783
0,"ES",1,1971,10,1,1,1,0,20,1,4,21,5,4,6,1,3,2,6,6,6,4,.9189
1,"ES",0,1972,12,1,0,0,0,50,2,6,16,4,6,5,2,3,2,8,4,5,5,1.8378
1,"ES",0,1986,10,1,0,0,0,0,3,6,17,4,4,4,1,4,2,5.5,4.5,7,4,.9189
1,"ES",1,1923,8,1,1,0,0,40,4,6,20,5,6,6,1,7,1,8.5,7,10,4,.9189
0,"ES",1,1982,15,,0,0,0,40,1,4,13,5,5,5,2,5,2,3.5,3,5,5,1.8079
1,"ES",1,1974,17,1,0,0,0,25,1,7,19,5,6,6,1,1,4,1,0,1,1,1.8079
1,"ES",1,1979,17,1,0,0,0,23,1,6,18,4,5,4,2,5,4,1.5,2,3,2,1.8079
0,"ES",1,,17,1,0,0,0,40,1,7,14,5,6,5,1,3,3,.5,0,1,3,1.8079
0,"ES",0,1930,9,1,1,0,0,40,3,1,26,5,6,5,2,7,3,5,5,5,7,.7962
0,"ES",0,1932,7,1,1,0,0,50,3,1,14,4,5,5,1,2,2,4,3,2,8,.7962
0,"ES",1,1983,12,1,0,0,0,0,2,7,23,5,6,6,3,7,4,3.5,2.5,5,3,1.1943
0,"ES",0,1946,9,,0,1,0,40,1,5,18,4,6,6,2,6,3,3.5,3,3,2,.7962
0,"ES",0,1972,17,3,,1,0,,1,7,21,4,5,5,2,7,3,7.5,7,6,4,.7962
0,"ES",1,1964,23,1,,0,0,40,1,7,21,6,6,6,2,4,3,6,4.5,7,1,.9035
0,"ES",0,1964,11,2,0,0,0,40,1,6,18,5,4,4,2,4,1,5,2,5,2,.4517
0,"ES",1,1964,19,1,1,1,1,40,5,6,21,5,6,5,2,2,4,6.5,6,4,7,.9035
1,"ES",1,1977,19,1,,0,0,25,2,6,17,6,6,6,0,0,2,5,5,5,5,.9035
0,"ES",0,1961,,1,1,1,0,80,1,7,15,3,6,5,2,3,2,4,0,0,5,.9035
0,"ES",1,1950,10,1,0,0,0,40,3,4,21,6,6,6,2,3,3,6,4.5,6,2,.4701
0,"ES",1,1931,1,1,0,1,0,40,4,6,21,3,5,5,2,5,2,4.5,4,6,3,.9401
1,"ES",0,1976,17,1,0,0,0,30,2,6,17,6,6,5,1,2,3,6.5,4.5,5,6,1.4102
1,"ES",0,1956,15,1,1,1,0,40,3,4,24,4,4,4,3,5,2,6,6.5,6,6,.9401
0,"ES",1,1921,8,1,1,0,0,30,3,4,22,4,3,5,2,6,2,7.5,5,6,7,.9401
1,"ES",1,1961,10,1,1,1,0,45,2,6,26,5,4,5,1,2,2,6.5,5.5,6,6,.9401
0,"ES",0,1942,30,1,1,1,0,40,2,5,23,6,5,5,1,3,2,3.5,3,5,4,1.2343
1,"ES",0,1944,20,1,1,0,0,50,4,3,18,4,6,5,3,4,3,,,,3,.8713
1,"ES",1,1931,14,1,0,0,0,45,5,6,31,6,6,6,1,2,4,5,5.5,9,6,.4357
0,"ES",0,1969,18,1,1,0,0,40,5,5,14,5,5,5,2,4,2,1,1.5,3,5,.8713
0,"ES",1,1918,14,1,0,1,0,0,3,4,19,5,6,5,1,2,2,6.5,6.5,5,5,.8713
0,"ES",1,1936,10,1,1,0,0,0,5,6,20,6,5,6,3,4,3,4.5,4,6,3,.8713
0,"ES",1,1947,15,1,1,1,0,14,5,7,18,6,5,6,4,4,4,4.5,5.5,5,7,1.307
1,"ES",0,1932,17,1,0,0,0,50,6,6,19,5,6,5,0,0,4,6,5.5,7,6,.4775
1,"ES",1,1966,18,1,1,1,0,40,2,2,14,6,5,5,2,3,4,3,2.5,3,1,.9551
0,"ES",1,1932,11,1,1,1,1,48,5,5,24,6,6,6,6,7,1,5,2,5,0,1.4326
0,"ES",1,1961,8,1,1,1,0,40,1,5,18,5,4,5,2,4,3,1.5,0,4,0,.9551
1,"ES",1,1964,22,1,0,0,0,48,2,7,24,4,6,5,1,2,1,5.5,2,3,5,.4509
1,"ES",0,1952,17,1,1,1,0,40,2,6,17,5,6,5,5,7,4,3.5,3,4,7,.9017
1,"ES",0,1959,14,1,1,0,0,38,2,7,,5,5,4,3,5,4,7.5,3,3,1,.9017
1,"ES",0,,18,1,1,1,0,70,2,6,17,5,5,5,2,3,2,5,4,5,6,2.2543
1,"ES",0,1973,15,1,0,0,0,60,2,6,20,3,5,5,2,4,1,6.5,3.5,6,6,.9017
1,"ES",1,1956,21,1,1,1,0,42,2,6,23,6,5,5,2,3,3,2,1.5,3,5,1.8035
1,"ES",0,1959,15,1,0,0,0,56,2,7,24,6,6,6,1,2,4,3,0,0,2,.4509
1,"ES",0,1961,21,1,0,0,0,50,2,5,23,6,6,5,1,1,3,5.5,5,4,4,.4509
1,"ES",1,1948,17,1,0,0,0,35,2,5,20,5,5,5,2,3,1,1,1.5,2,5,.9017
0,"ES",1,1940,10,1,1,1,0,60,3,6,23,5,5,5,1,6,2,5.5,5,6,5,1.1443
0,"ES",1,1950,12,1,0,0,0,40,2,4,22,5,5,5,2,4,2,5.5,5,6,5,.7629
1,"ES",0,1953,19,1,1,1,0,53,2,4,22,4,5,5,2,3,3,7,5,6,7,1.5258
0,"ES",0,1965,9,1,1,1,0,40,2,5,11,6,6,6,6,7,2,3.5,2,5,5,.7461
0,"ES",1,1949,8,2,1,1,1,45,2,6,17,6,6,6,2,7,2,6.5,6.5,5,6,1.4922
0,"ES",1,1950,7,2,1,1,0,0,1,7,17,6,6,6,2,7,2,3.5,4.5,6,7,1.1192
0,"ES",1,1942,10,1,0,0,0,40,4,6,25,5,6,5,2,5,3,3,4,4,4,.3731
0,"ES",0,1927,2,1,1,0,0,50,3,5,11,4,5,4,1,7,1,3.5,3,2,4,.7461
0,"ES",0,1937,1,2,1,1,0,50,4,5,19,5,6,5,1,5,1,5.5,4,7,3,1.1192
0,"ES",1,1948,,1,1,0,0,0,1,5,15,4,5,5,3,3,2,5,3,4,4,.7461
0,"ES",0,1951,7,3,1,1,0,40,1,5,17,6,6,6,1,5,2,6,3.5,4,2,1.1192
0,"ES",1,1939,9,1,1,0,0,60,2,3,17,6,4,6,5,7,3,3,3.5,2,6,.7905
0,"ES",1,1968,15,,0,0,0,40,2,5,23,5,6,4,2,5,1,5.5,4,6,4,.7905
0,"ES",1,1966,15,2,0,1,0,6,3,6,8,2,6,6,2,4,2,6,5.5,5,3,.3952
0,"ES",1,1934,6,1,1,0,0,40,3,6,22,6,6,6,6,7,3,5.5,6.5,5,6,.7905
1,"ES",1,1930,10,1,0,0,0,60,4,4,14,5,6,5,3,7,3,3,5,8,6,.3952
0,"ES",1,1926,8,1,0,0,0,60,5,6,22,5,6,3,3,6,3,6.5,9,5,10,.3952
0,"ES",1,1921,6,2,0,0,0,40,1,2,27,6,6,4,5,7,1,4,2.5,,5,.9524
1,"ES",1,1957,9,3,0,0,0,40,2,4,20,6,6,6,1,3,3,6,6,5,5,.9524
0,"ES",0,1985,12,1,0,0,0,37,1,7,11,4,5,5,0,7,1,.5,3,5,4,.9524
0,"ES",0,1946,9,2,0,0,0,40,3,7,20,6,5,6,2,4,1,7.5,7,9,7,.4762
0,"ES",0,1930,2,1,1,0,0,45,2,7,12,4,4,4,4,6,3,5.5,6.5,5,6,.9524
0,"ES",1,1922,7,2,1,0,1,40,5,5,24,6,5,6,5,7,1,5.5,6,7,6,.9524
0,"ES",1,1940,0,2,1,1,0,,5,7,8,5,5,6,1,6,2,6,5.5,5,2,1.1637
0,"ES",1,1987,10,2,0,0,0,0,1,7,21,5,4,5,0,7,1,6.5,5,5,5,1.5517
0,"ES",1,1950,,3,1,0,0,40,1,6,16,5,4,5,4,4,2,6,3,5,4,.7758
0,"ES",1,1938,14,1,1,0,0,0,1,6,19,5,4,5,6,6,2,2.5,3.5,6,5,.7758
0,"ES",0,1948,0,2,1,1,0,40,6,7,9,4,5,5,3,7,2,5,1.5,0,2,1.1637
0,"ES",1,1952,,1,1,1,0,,1,6,17,5,5,5,7,7,1,6,4,2,4,1.9396
1,"ES",1,1943,12,1,0,0,0,40,4,6,13,5,6,5,3,5,4,1.5,3.5,,0,.3686
0,"ES",1,1937,6,1,1,1,0,55,2,6,19,2,2,6,3,7,2,5,3.5,3,0,1.1058
0,"ES",0,1925,6,1,0,0,0,40,2,7,3,6,4,1,1,7,1,6,0,,6,.7372
0,"ES",1,1956,16,1,1,1,0,38,2,3,26,5,6,5,2,7,1,3,3.5,4,8,.7372
0,"ES",1,1929,8,1,1,0,0,60,5,5,23,6,4,5,5,7,1,4,6,,8,.7372
0,"ES",0,1956,9,1,1,1,0,60,3,3,24,5,5,5,2,5,1,3.5,4.5,7,2,1.1058
0,"ES",1,1955,14,1,1,0,0,40,2,4,17,3,5,6,2,4,2,5.5,4.5,5,5,.7372
0,"ES",0,1935,11,1,1,0,0,40,5,6,16,6,6,6,4,7,3,7.5,6,6,7,.7372
1,"ES",0,1978,20,1,0,1,0,,2,7,24,6,5,5,2,3,3,5.5,6.5,8,6,1.1078
1,"ES",1,1967,19,1,1,1,0,38,2,7,24,4,5,5,3,4,2,4,3.5,4,4,.7385
0,"ES",1,1943,5,1,0,0,1,,5,7,13,5,5,5,2,5,2,5.5,4,5,6,.3693
1,"ES",1,1958,15,1,0,1,0,40,2,4,24,5,6,6,1,2,3,2.5,1.5,3,2,.3693
1,"ES",0,1944,14,1,1,1,0,37,2,4,16,6,4,6,2,6,2,6,5.5,5,6,1.1078
0,"ES",1,1960,13,1,1,1,0,18,4,4,22,4,3,4,2,4,2,8,6.5,7,5,1.1078
0,"ES",1,1948,15,1,1,1,0,40,2,6,22,5,5,5,1,2,2,7,5,6,5,1.1078
1,"ES",1,1963,15,1,1,1,0,,4,6,25,6,5,5,2,2,2,,,,5,.7405
0,"ES",0,1986,11,1,0,0,0,0,2,5,18,6,5,6,3,7,3,6,5.5,7,7,.7405
0,"ES",1,1979,18,1,0,0,0,25,2,7,19,5,4,5,1,3,3,3,3,4,4,1.481
0,"ES",0,1943,6,1,1,1,0,,2,4,17,6,5,6,4,5,2,4,4,4,5,1.8512
0,"ES",0,1950,8,2,1,1,0,48,2,5,20,4,5,4,1,2,3,7,6.5,5,6,1.481
0,"ES",0,1956,12,3,1,1,0,40,3,5,20,5,3,4,2,5,3,4.5,4,3,6,1.481
1,"ES",0,1937,9,2,1,0,0,60,3,3,16,4,4,3,3,7,2,5,5,6,7,.7405
0,"ES",1,1960,11,3,1,1,0,38,3,5,7,4,6,6,2,7,2,7,3.5,1,5,1.1107
1,"ES",0,1945,10,4,1,1,0,50,3,6,21,4,4,5,3,7,3,6.5,8.5,8,8,1.3179
0,"ES",0,1925,5,4,1,0,0,40,3,1,23,3,6,5,0,7,2,3,3,0,5,.8786
0,"ES",0,1966,10,4,1,1,0,,5,1,20,4,6,5,2,5,2,6.5,8.5,8,8,1.3179
0,"ES",1,1964,6,4,1,1,0,40,1,3,21,6,6,6,4,6,3,0,3,5,4,.8786
0,"ES",0,1935,10,4,1,0,0,40,3,4,14,4,4,4,3,6,2,3.5,7,8,7,.8786
0,"ES",0,1958,14,4,1,1,0,40,1,5,19,5,5,5,1,4,1,2,2,2,5,.8247
0,"ES",1,1955,9,4,1,1,0,0,1,7,19,5,5,5,3,4,1,6,3.5,5,4,1.2371
0,"ES",0,1923,13,4,1,0,0,40,4,7,18,5,5,5,3,7,1,8,4.5,5,5,.4124
0,"ES",0,1971,16,4,1,0,0,,3,5,24,5,5,4,1,4,2,2.5,3,2,2,.8247
0,"ES",1,1965,20,2,1,1,0,40,1,6,21,5,5,5,1,4,1,5,6.5,5,6,.8247
0,"ES",1,1940,0,4,1,0,0,40,5,7,17,5,5,5,3,4,2,6.5,4.5,5,5,.8247
0,"ES",1,1973,12,4,1,0,0,10,2,4,20,6,6,6,1,2,1,4,4.5,8,9,.8247
1,"ES",0,1957,13,4,1,1,0,40,7,3,23,6,3,6,2,4,2,6,5,5,6,.8247
0,"ES",1,1963,20,4,1,1,1,,1,6,20,5,5,5,1,4,3,5,5,5,4,.8247
0,"ES",1,1977,12,4,1,0,0,46,1,6,25,6,5,6,1,7,2,3,2.5,3,4,.5752
0,"ES",0,1961,30,2,0,0,0,60,1,2,23,5,6,4,5,6,4,4,3.5,2,3,.852
0,"ES",0,1969,,3,0,0,0,60,3,5,15,5,5,5,2,3,1,1.5,1,2,3,.852
0,"ES",1,1968,12,1,1,1,0,40,1,3,14,4,5,5,1,2,2,5.5,1.5,2,,.852
1,"ES",0,1972,10,4,0,0,0,40,2,7,22,5,2,5,5,7,4,2.5,5,2,7,.8354
0,"ES",1,1935,13,4,0,1,0,0,2,7,15,5,6,6,2,7,3,4.5,3,2,3,1.2531
0,"ES",1,1929,2,1,0,1,0,0,4,3,22,4,4,5,4,5,1,7,,,,.8039
0,"ES",0,1987,10,1,0,0,0,0,1,7,30,2,6,6,1,7,1,1.5,3,8,5,1.6078
0,"ES",1,1967,20,1,0,0,0,40,1,6,17,4,4,5,2,4,1,5,2.5,4,4,1.2059
0,"ES",0,1946,4,1,1,0,0,45,4,7,10,6,6,6,2,7,1,8,4.5,7,9,.8039
0,"ES",0,1985,12,2,0,0,0,60,1,7,17,6,6,6,3,7,3,1,2,3,2,1.2059
0,"ES",1,1927,4,1,0,0,0,0,3,2,14,4,4,5,2,7,2,6,6,,4,.402
0,"ES",1,1934,8,3,0,0,0,0,6,6,22,4,5,5,0,0,3,2,3,3,1,.4407
0,"ES",1,1930,0,3,1,0,0,40,2,2,18,3,6,5,1,7,2,5,4.5,7,6,.8496
0,"ES",0,1978,12,3,1,1,0,48,1,4,21,4,4,3,2,5,2,3.5,3.5,8,7,.8496
0,"ES",0,1934,7,3,0,0,0,40,3,6,23,3,3,4,4,5,3,7,7.5,9,8,.4248
1,"ES",1,1953,8,1,1,1,0,40,3,5,19,5,5,5,4,6,3,4,5,5,7,1.5346
1,"ES",1,1978,12,1,0,0,0,,1,6,22,5,5,6,2,4,1,6,3.5,3,5,1.151
0,"ES",0,1924,2,1,0,0,0,50,1,4,20,5,4,6,4,6,1,5,4,,4,.3837
0,"ES",0,1932,1,1,1,0,0,10,1,6,11,5,6,6,2,2,3,1.5,4,4,6,.7351
0,"ES",0,1929,10,1,1,0,0,45,1,3,21,5,6,5,4,7,3,6,6,5,8,.7351
0,"ES",1,1977,10,1,1,1,0,40,1,7,19,4,5,5,2,2,1,6,3,5,4,1.4701
0,"ES",1,1946,10,3,1,1,0,,5,5,24,5,4,6,1,3,2,3.5,3.5,5,7,1.7335
0,"ES",0,1931,13,3,1,0,0,40,5,1,17,6,6,6,0,1,1,3,1,5,5,.8668
1,"ES",0,1987,10,3,0,0,0,0,5,5,22,5,6,6,1,2,4,6.5,8,8,,1.3001
1,"ES",0,1933,10,3,1,1,0,40,5,4,22,5,5,5,2,4,3,6,5,6,6,1.3001
0,"ES",1,1969,12,3,1,0,0,45,2,6,16,5,6,5,0,0,1,5,3,5,4,.8435
0,"ES",1,1934,1,3,1,0,0,40,4,7,13,6,6,6,2,7,3,5,1.5,6,2,.8435
0,"ES",1,1980,14,3,0,0,0,40,3,5,12,5,5,5,1,4,2,2.5,2,4,5,2.1087
0,"ES",0,1957,16,3,1,1,0,40,1,3,15,3,4,5,3,6,2,4.5,5.5,6,6,1.6869
0,"ES",0,1975,11,3,1,1,0,50,1,3,10,6,6,6,1,1,3,1.5,3.5,5,5,.8435
1,"ES",0,1957,14,3,1,1,0,40,3,3,20,5,5,5,4,4,2,4,5,5,5,1.2652
1,"ES",0,1961,13,3,1,1,0,40,1,5,19,3,6,4,2,2,3,6,5,4,6,.8435
